iddepto,nomdepto,idmpio,nompio,codigohabilitacion,nombre,nitsnit,ese,direccion,telefono,najunombre,numerosedeprincipal
11,Bogotá D.C,11001,BOGOTÁ,1100120342,BOSTON MEDICAL CARE SAS IPS,900301238,,CL 127 No. 19 A - 28 CS 602 y 603,2749424 - 2749426 -3112789694,Privada,3
11,Bogotá D.C,11001,BOGOTÁ,1100117729,ZONAMEDICA MR SAS,900170994,,CALLE 40 No. 26A-50,7514626 - 3168774072,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100106243,LABORATORIO CLINICO DE DIAGNOSTICO ANA MARIA VOLLERT LTDA,830002464,NO,AK 24 N° 86A-12,2570080/6170129,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100121804,IPS VACUNAR COLOMBIA SAS,900394707,,CRA 18C No 26 A - 08 Sur,4082180,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122627,DENTIST FOR KIDS SAS,900457193,,CALLE 74 No 15-26 CS 201,2124176-2359509,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100109221,SERVIMED INSTITUCION PRESTADORA DE SERVICIOS DE SALUD S.A. SERVIMED I.P.S. S.A.,830002272,NO,KRA 14 No 39 - 49 - Barrio:TEUSAQUILLO,2104195,Privada,8
11,Bogotá D.C,11001,BOGOTÁ,1100106016,CENTRO DE TERAPIAS OCUFILEN LTDA,830104166,NO,CALLE 117 # 6 A 83 CONS 503-504,2154844,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117468,OPTICAS VARGAS PEREZ LTDA,900159822,NO,CL 19 # 10 - 39,2827651,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100113069,EXAMINAR IPS SAS,830142393,NO,CL 27 SUR # 19 - 19 Piso 1,4087000 4072406 3183832985,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129997,THERAPY AND TECHNOLOGY AT HOME - TTH SAS,900964062,,Cra 45 a # 101- 22 oficina 101,7551310 - 3002018334 - 3227359777,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117475,IMAGEN Y RADIOLOGIA ORAL SAS SIGLA IRO SAS,900108627,NO,CL 4 # 56- 04 PI 2,3049620-3107773218,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121400,MULTISONRISAS S.A.S,900363849,,Carrera 92 # 148 - 10,8052330- 3105561043,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100125095,ATECHDENTAL SAS,900306631,,CRA 14 No. 93 - 40 OFICINAS 203-204,6109020 - 6114097,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122804,FAMILY MEDICAL ASSISTANCE SAS,900463174,,CALLE 79 60 62,3115741883 - 2612814 - 2259227,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100127373,COTIDIANO Y FAMILIAR INSTITUCIÓN PRESTADORA EN SERVICIOS DE SALUD SAS CYF IPS SAS,900727259,,Cl 48 28 67 of 204,5482906 / 3146001282,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100102334,RADIOLOGIA Y MEDICINA NUCLEAR DE LA SABANA SAS RADIONUCLEAR SAS,800033745,NO,AK 7 # 119 14 CONS 110,2157375,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100105776,CENTRO MEDICO ENDOCENTRO LTDA,830043273,NO,TV 60 # 115 58 T B OF 403,6919343,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100105748,COLFISIOS LTDA,800142589,NO,AV CL 127 # 19 A 28 CS 316,2580742,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100123293,LABORATORIO CLINICO COLMEDICOS IPS S.A.S - COLMEDICOS S.A.S,800049104,,CARRERA 19 A 76-34,7470280,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122065,Complejo Internacional de Cirugia Plastica S.A.,900218008,,Calle 124 Numero 7 38/48 PI 3 Y 4,5207100 - 3163074876,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100127414,D&G ARTE DENTAL SAS,900734364,,DIAGONAL 3 NO. 81 F 17 TERCER PISO,4010128 - 4010039,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100133313,RED DE CLINICAS ODONTOLOGICAS NOVO SAS,901116618,,AV EL DORADO 68 C 61 OFC 730-1,3182823949- 5700312,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121713,keep Salud Ocupacional SAS,900358105,,carrera 27 A # 40 A - 42 Local 101 y piso 2,3103446912,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129009,DIALY SER S.A.S,900231793,,CALLE 44 Nº 8-31,7449484,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100126279,ASSO LTDA ASESORIAS Y SERVICIOS EN SALUD OCUPACIONAL,800017218,,CARRERA 13 NO. 42 19 INTERIOR 2,6197780 - 213 6633 - 215 6067,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100119179,CLINICAS ODONTOLOGICAS ESPECIALIZADAS ORTHOCLINIC LTDA,900232456,,CRA 19 A No. 162 - 51,8109849 / 8109850 / 6696178,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100119815,SUMEDICO SAS,900255832,,Calle 127D Bis No. 70C - 70 Ofi 102,8063964-3138715322,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100116765,LANDMARK RADIOLOGIA DENTOFACIAL LTDA.,900089131,NO,CL 53 B Nº 24 - 80 CS 714,3460568/98,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121761,HOSPITAL EN CASA S.A.,805006389,,Kra 28 B N° 78-41,3199555 EXT. 11160 - 11161,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100127509,CENTRO MEDICO SAN NICOLAS M J SAS,900730623,,CALLE 103 # 70 C 15,315-3542015,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121201,Unidad de Fertilidad Sanitas SAS,900314131,,AV 127 N° 20 - 78 CONSULTORIO 524,5941000,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100108930,UNIDAD DE ORIENTACION Y ASISTENCIA MATERNA-ORIENTAME,860049972,NO,CRA 18 # 33 A 27,2858004,Privada,4
11,Bogotá D.C,11001,BOGOTÁ,1100107039,CLINICA ODONTOLOGICA PROTECCION ORAL S.A.S. SIGLA COPO S.A.S.,800189531,NO,AV SUBA No. 125 - 29,6139249 - 3175161250,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100106205,ANDREAS ROTHSTEIN S.A.S,800197749,NO,Carrera 51 n° 130-26,7458064,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122286,ODONTOPLUS SANTA LUCIA LTDA,900420160,,CLL 44 SUR Nª21-32,5100012,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100110306,CARDIOPEDIATRAS LTDA,830103660,NO,KR 16 # 82 74 CS 605,6919248,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122816,GIGAPALMAR SOCIEDAD POR ACCIONES SIMPLIFICADA SIGLA GIGAPALMAR,900344074,,CL 121 No. 7 A 07,6290391,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129057,BERMEDIC LTDA,900053442,,CR 18 C NO. 121-40 OFIC 101,3112766436,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100122818,CLINICA DE REHABILITACION INTEGRAL HÖWARD GÄRDNER S.A.S,900465827,,CALLE 75 # 27 A 47 - Barrio:ALCAZARES,6065495,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100125014,COLINBRUS LTDA,900209693,,CL 99 N 49- 70,2362393 7550960,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100108171,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,860007336,NO,CL 26 # 25-50 Piso 6 Oficina Gerencia IPS,7420100 Ext 1546,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100116440,DENTAL SOLUTION LIMITADA,900028902,NO,CL 183 # 51-65,57 1 6795900 ext 105,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100117190,Movilmedica de Colombia SAS,900108471,,KR 21 # 197- 77,3134141335,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100125783,YOGASPACE IPS SAS,900589573,,KR 11 D 118 A 95 LC 101,7551313,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100115497,SIESUA MEDICINA LASER & SPA SAS,900067141,NO,CARRERA 58 127 59 LOCAL 1100 - Barrio:NIZA,6392304,Privada,10
11,Bogotá D.C,11001,BOGOTÁ,1100132348,BioSanity Holding SAS,901058097,,AV 45 AUT NORTE 123 63,8059599,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100108974,FUNDACION DE REHABILITACION INTEGRAL LUDUS,830090289,NO,DG 88 # 27 - 34,2561374 - 2561366 - 3165304548,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100130262,HEALTHY KIDS S A S,900885271,,CARRERA 52 # 67 A- 71 CONSULTORIO 212,2501681 EXT 122,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100104691,CENTRO MEDICO Y NATURISTA LOS OLIVOS SAS,800212860,NO,CALLE 63 # 13 12 PI 2,2124214,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100111819,MARIA TERESA GALIANO SERVIMED SAS,800021891,NO,CL 50 # 8 24 CS 207 402 403 405 407 408 501,3101315,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100132997,FUNDACION CERO A TRES DESARROLLO INFANTIL,901150745,,CR 20 Nº106 A- 80 LC 2,2133678 - 3102636286,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100105668,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,860015888,NO,CRA 8 # 17 45 SUR,3282300 ext 2520,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100123845,LAFAM SAS,900407148,,Av Cra 19 No 164-64,5205101,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117858,MANTILLA SILVA S.A.S.,900134936,NO,CL 87 # 15 23 OFICINA 601,571 6362351,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100114862,UNIDAD DE FERTILIDAD FERTIVIDA SAS,900032582,NO,KR 19A No. 82-85 CONSULTORIO 401,7953130 EXT 4017,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100118090,CLINICA CAMPO ABIERTO ORGANIZACIÓN SANITAS INTERNACIONAL LTDA,900188194,NO,KR 69 # 170 - 40,6701027,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121286,STELLA AMADOR TERAPIAS S.A.S.,900366609,,CR 7C No.180-43 MD 0 LC 11,6771454,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100107768,CENTRO DE REHABILITACION PARA NIÑOS CON LABIO Y PALADAR FISURADO - FISULAB,830075397,NO,Calle 161 A N. 21-35 - Barrio:Orquideas,3146426,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100118221,DEPIEL SAS,900126068,NO,AV CL 134 7 83 TO 3 P 5 CS 351,6270233,Privada,2
11,Bogotá D.C,11001,BOGOTÁ,1100130001,FISIOKINE IPS SAS,900952226,,carrera 64a No. 5a - 62 barrio pradera,3105508784,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100106736,FUNDACION PARA EL NIÑO SORDO ICAL,860021072,NO,KR 7C #122-22,2135040,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100120757,GASTROMEDICALL LTDA,900234308,,AC 127 No. 19A-44 CS 512- 513- 514-305,6250199 - 6250210/3183438113,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121986,SHALOM SISTEMAS ADELGAZANTES SAS,900406395,,CLL 76 No. 86-60 LC 39 - Barrio:ALAMOS,6906246,Privada,5
11,Bogotá D.C,11001,BOGOTÁ,1100117494,Fundación Colombia Nueva Vida F.C.N.V.,900141546,,Carrera 19 D No. 63-18 Sur Piso 2 (San Francisco),7183399,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100125980,Soluciones Integrales en Salud AURUM MEDICAL SAS,900618967,,Calle 2 N° 28 06,301234 2617 3004617,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100116467,Centro de Aprendizaje y Desarrollo San Angel SAS,900043810,NO,CARRERA 17A # 119A-38,2138421,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100130709,FIT FOR ALL SAS,900959761,,CLL 94 N°13 -11,3103442700,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100109526,UNIDAD DE RADIOLOGIA PANOREX PALERMO LTDA,800241455,NO,Calle 45 a # 20 - 96 consultorio 201,2671883,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121310,GASES INDUSTRIALES DE COLOMBIA S.A. CRYOGAS S.A,860013704,,KR 69 # 13-91,4121977,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100120170,INVERSIONES Y SERVICIOS MANIDAN S.A,900210872,,AK 9 # 116 20 CS 205,2152852,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100116875,SOFTCARE CLINICA ODONTOLOGICA Y MEDICA INTEGRAL LTDA,900114004,NO,KRA 47 # 94 -44,5330888,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100106798,ASOCIACION NUCLEAR DIAGNOSTICA LTDA,800016647,NO,KR 23 # 45 C 31 CS 506 y 501,2871908 - 3105842860,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100128212,LCA MEDICAL SAS,900822927,,CL 72 No 20 B 17 PISO 1 CS 8 PISO 2 CS 7,3103075205 - 2114212,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100114796,NEW IMAGE AESTHETIC SURGERY LTDA,900040590,,KR 17 A # 105 - 70,6205292,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100124366,INNOVA LASER CENTER S.A.S,900523237,,CALLE 103 N. 14A-53 CONS 504,6210236,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100106913,CENTRO DE REHABILITACION PARA ADULTOS CIEGOS CRAC,860011298,NO,AC 8 SUR # 31 A 31,7209040,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100106447,FUNDACION ABOOD SHAIO,860006656,NO,DIAG 115 A # 70 C 75,2261025,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100125788,INTERNATIONAL DENTAL CENTER SAS,900587064,,AVENIDA CARRERA 58 # 129-60 LOCAL 102,3002732 / 3002733,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129855,ORGANIZACION MEDICO ODONTOLOGICA NACIONAL INTEGRADA S.A/SIGLA: OMNISALUD S.A,811037385,,Calle 77 Nº 20c-56,3113906006 - 3183455773 - 3115120501,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100128783,terapias catherin tatiana jimenez sas,830514544,,CARRERA 17A # 137-58,3107658829,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100103279,EVOLUCIONAR SERVICIOS DE SALUD SAS,830040404,NO,CL 95 No. 11-51 of. 201-204,3138542565,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100124331,WIDEX COLOMBIA S.A.S.,800032979,,KR 7 # 119 -50 PRIMER PISO,7421652 - 3165754281,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100108754,CENTRO DE INVESTIGACIONES DEL SISTEMA NERVIOSO LTDA- GRUPO CISNE LTDA,830100595,NO,Calle 173 A N° 65-85,3907122 - 3907123,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100108207,FUNDACION IDEAS DIA A DIA,830118605,NO,KR 22 # 83 50,6165453,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117578,FOMACI EU,900160146,,CL 127 A N 7 -19 CS 608 A,3162270571,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129015,AG ASISTENCIAS IPS SAS,900863547,,AK 45 N° 93-39 Oficina 101,7042621,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100106776,OTOFON SOCIEDAD POR ACCIONES SIMPLIFICADA SIGLA OTOFON S.A.S,800003111,NO,KR 7 No 119 14 CS 310-332,2153666,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100125208,Patologia Unidad Medica Clinica del Country SAS,900338506,,Calle 167 N 72 - 07 piso 2 oficina patologia,2560457,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100121512,CARLOS EDUARDO RANGEL GALVIS S.A.S,900352592,,CL 134 # 7 83 CS 121-122,7456047-3102799676,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100117346,SOCIEDAD COLOMBIANA DE ODONTOLOGIA ESTETICA LTDA SIGLA SCOES LTDA,900018546,,CALLE 127 No 15-03 LOCAL 302 EDIFICIO METRO 127,6205408/3102448127,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100116971,"PREVENCIÓN, ATENCIÓN E INVESTIGACIÓN EN SALUD LTDA, PAIS",900085600,NO,CRA 16 N° 84A-09 CS 505,6217254,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100129297,GASTROADVANCED SAS,900656064,,CALLE 74 No.76-83 P 2,4756862,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100109488,MEDISHI MEDICINA SEGURIDAD E HIGIENE INDUSTRIAL SAS,800025199,NO,CALLE 63 #21-19,4432320 / 3108085286,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100127926,EMERGENCY SERVICES ASSISTANCE ESA SAS,900782672,,CARRERA 52 A No 134 D-35,5505050,Privada,1
11,Bogotá D.C,11001,BOGOTÁ,1100124732,CONSULTORIO BIOLOGICO MANDALAY SAS,900570151,,AVENIDA DE LAS AMERICAS NUMERO 78-75,4525520,Privada,1
